,A,B,C,D,E,F,G,H,J,K,Frequency,Data Accuracy,Technical Maturity,Setup time,Safety,Human Judgement,Cost_norm,Cost,Utility
200,A2,B3,C2,D2,E3,F1,G1,H1,J3,K2,0.5,0.75,0.5,0.49,0.54,0.0,0.24,405000.0,0.64
201,A2,B3,C2,D2,E3,F1,G1,H1,J3,K3,0.5,0.75,0.5,0.55,0.19,0.5,0.32,1895000.0,0.64
202,A2,B3,C2,D2,E3,F1,G1,H1,J3,K4,0.5,0.75,0.5,0.35,0.9,0.0,0.22,400000.0,0.66
203,A2,B3,C2,D2,E3,F1,G2,H1,J3,K1,0.5,0.75,0.23,0.51,0.54,0.0,0.22,305000.0,0.63
204,A2,B3,C2,D2,E3,F1,G2,H1,J3,K2,0.5,0.75,0.23,0.59,0.54,0.0,0.22,305000.0,0.64
205,A2,B3,C2,D2,E3,F1,G2,H1,J3,K3,0.5,0.75,0.23,0.65,0.19,0.5,0.3,1795000.0,0.63
206,A2,B3,C2,D2,E3,F1,G2,H1,J3,K4,0.5,0.75,0.23,0.45,0.9,0.0,0.2,300000.0,0.66
207,A2,B3,C2,D2,E3,F1,G3,H1,J3,K1,0.5,0.75,0.37,0.45,0.54,0.0,0.22,305000.0,0.63
208,A2,B3,C2,D2,E3,F1,G3,H1,J3,K2,0.5,0.75,0.37,0.53,0.54,0.0,0.22,305000.0,0.64
209,A2,B3,C2,D2,E3,F1,G3,H1,J3,K3,0.5,0.75,0.37,0.59,0.19,0.5,0.3,1795000.0,0.63
210,A2,B3,C2,D2,E3,F1,G3,H1,J3,K4,0.5,0.75,0.37,0.39,0.9,0.0,0.2,300000.0,0.66
211,A2,B3,C2,D2,E3,F1,G4,H1,J3,K1,0.5,0.75,0.17,0.61,0.54,0.0,0.18,260000.0,0.64
212,A2,B3,C2,D2,E3,F1,G4,H1,J3,K2,0.5,0.75,0.17,0.69,0.54,0.0,0.18,260000.0,0.64
213,A2,B3,C2,D2,E3,F1,G4,H1,J3,K3,0.5,0.75,0.17,0.75,0.19,0.5,0.26,1750000.0,0.64
214,A2,B3,C2,D2,E3,F1,G4,H1,J3,K4,0.5,0.75,0.17,0.55,0.9,0.0,0.16,255000.0,0.67
215,A2,B3,C2,D3,E3,F1,G1,H1,J3,K1,0.5,0.75,0.4,0.49,0.54,0.0,0.18,260000.0,0.64
216,A2,B3,C2,D3,E3,F1,G1,H1,J3,K2,0.5,0.75,0.4,0.57,0.54,0.0,0.18,260000.0,0.64
217,A2,B3,C2,D3,E3,F1,G1,H1,J3,K3,0.5,0.75,0.4,0.63,0.19,0.5,0.26,1750000.0,0.64
218,A2,B3,C2,D3,E3,F1,G1,H1,J3,K4,0.5,0.75,0.4,0.43,0.9,0.0,0.16,255000.0,0.67
219,A2,B3,C2,D3,E3,F1,G2,H1,J3,K1,0.5,0.75,0.13,0.59,0.54,0.0,0.16,160000.0,0.63
220,A2,B3,C2,D3,E3,F1,G2,H1,J3,K2,0.5,0.75,0.13,0.67,0.54,0.0,0.16,160000.0,0.64
221,A2,B3,C2,D3,E3,F1,G2,H1,J3,K3,0.5,0.75,0.13,0.73,0.19,0.5,0.24,1650000.0,0.64
222,A2,B3,C2,D3,E3,F1,G2,H1,J3,K4,0.5,0.75,0.13,0.53,0.9,0.0,0.14,155000.0,0.66
223,A2,B3,C2,D3,E3,F1,G3,H1,J3,K1,0.5,0.75,0.27,0.53,0.54,0.0,0.16,160000.0,0.63
224,A2,B3,C2,D3,E3,F1,G3,H1,J3,K2,0.5,0.75,0.27,0.61,0.54,0.0,0.16,160000.0,0.64
225,A2,B3,C2,D3,E3,F1,G3,H1,J3,K3,0.5,0.75,0.27,0.67,0.19,0.5,0.24,1650000.0,0.64
226,A2,B3,C2,D3,E3,F1,G3,H1,J3,K4,0.5,0.75,0.27,0.47,0.9,0.0,0.14,155000.0,0.66
227,A2,B3,C2,D3,E3,F1,G4,H1,J3,K1,0.5,0.75,0.07,0.69,0.54,0.0,0.12,115000.0,0.64
228,A2,B3,C2,D3,E3,F1,G4,H1,J3,K2,0.5,0.75,0.07,0.77,0.54,0.0,0.12,115000.0,0.65
229,A2,B3,C2,D3,E3,F1,G4,H1,J3,K3,0.5,0.75,0.07,0.83,0.19,0.5,0.2,1605000.0,0.64
230,A2,B3,C2,D3,E3,F1,G4,H1,J3,K4,0.5,0.75,0.07,0.63,0.9,0.0,0.1,110000.0,0.67
231,A2,B4,C2,D2,E3,F1,G1,H1,J3,K1,0.5,0.68,0.47,0.43,0.54,0.0,0.22,400000.0,0.59
232,A2,B4,C2,D2,E3,F1,G1,H1,J3,K2,0.5,0.68,0.47,0.51,0.54,0.0,0.22,400000.0,0.6
233,A2,B4,C2,D2,E3,F1,G1,H1,J3,K3,0.5,0.68,0.47,0.57,0.19,0.5,0.3,1890000.0,0.59
234,A2,B4,C2,D2,E3,F1,G1,H1,J3,K4,0.5,0.68,0.47,0.37,0.9,0.0,0.2,395000.0,0.62
235,A2,B4,C2,D2,E3,F1,G2,H1,J3,K1,0.5,0.68,0.2,0.53,0.54,0.0,0.2,300000.0,0.58
236,A2,B4,C2,D2,E3,F1,G2,H1,J3,K2,0.5,0.68,0.2,0.61,0.54,0.0,0.2,300000.0,0.59
237,A2,B4,C2,D2,E3,F1,G2,H1,J3,K3,0.5,0.68,0.2,0.67,0.19,0.5,0.28,1790000.0,0.59
238,A2,B4,C2,D2,E3,F1,G2,H1,J3,K4,0.5,0.68,0.2,0.47,0.9,0.0,0.18,295000.0,0.61
239,A2,B4,C2,D2,E3,F1,G3,H1,J3,K1,0.5,0.68,0.33,0.47,0.54,0.0,0.2,300000.0,0.58
240,A2,B4,C2,D2,E3,F1,G3,H1,J3,K2,0.5,0.68,0.33,0.55,0.54,0.0,0.2,300000.0,0.59
241,A2,B4,C2,D2,E3,F1,G3,H1,J3,K3,0.5,0.68,0.33,0.61,0.19,0.5,0.28,1790000.0,0.59
242,A2,B4,C2,D2,E3,F1,G3,H1,J3,K4,0.5,0.68,0.33,0.41,0.9,0.0,0.18,295000.0,0.61
243,A2,B4,C2,D2,E3,F1,G4,H1,J3,K1,0.5,0.68,0.13,0.63,0.54,0.0,0.16,255000.0,0.59
244,A2,B4,C2,D2,E3,F1,G4,H1,J3,K2,0.5,0.68,0.13,0.71,0.54,0.0,0.16,255000.0,0.6
245,A2,B4,C2,D2,E3,F1,G4,H1,J3,K3,0.5,0.68,0.13,0.77,0.19,0.5,0.24,1745000.0,0.59
246,A2,B4,C2,D2,E3,F1,G4,H1,J3,K4,0.5,0.68,0.13,0.57,0.9,0.0,0.14,250000.0,0.62
247,A2,B4,C2,D3,E3,F1,G1,H1,J3,K1,0.5,0.68,0.37,0.51,0.54,0.0,0.16,255000.0,0.59
248,A2,B4,C2,D3,E3,F1,G1,H1,J3,K2,0.5,0.68,0.37,0.59,0.54,0.0,0.16,255000.0,0.6
249,A2,B4,C2,D3,E3,F1,G1,H1,J3,K3,0.5,0.68,0.37,0.65,0.19,0.5,0.24,1745000.0,0.59
250,A2,B4,C2,D3,E3,F1,G1,H1,J3,K4,0.5,0.68,0.37,0.45,0.9,0.0,0.14,250000.0,0.62
251,A2,B4,C2,D3,E3,F1,G2,H1,J3,K1,0.5,0.68,0.1,0.61,0.54,0.0,0.14,155000.0,0.59
252,A2,B4,C2,D3,E3,F1,G2,H1,J3,K2,0.5,0.68,0.1,0.69,0.54,0.0,0.14,155000.0,0.6
253,A2,B4,C2,D3,E3,F1,G2,H1,J3,K3,0.5,0.68,0.1,0.75,0.19,0.5,0.22,1645000.0,0.59
254,A2,B4,C2,D3,E3,F1,G2,H1,J3,K4,0.5,0.68,0.1,0.55,0.9,0.0,0.12,150000.0,0.62
255,A2,B4,C2,D3,E3,F1,G3,H1,J3,K1,0.5,0.68,0.23,0.55,0.54,0.0,0.14,155000.0,0.59
256,A2,B4,C2,D3,E3,F1,G3,H1,J3,K2,0.5,0.68,0.23,0.63,0.54,0.0,0.14,155000.0,0.6
257,A2,B4,C2,D3,E3,F1,G3,H1,J3,K3,0.5,0.68,0.23,0.69,0.19,0.5,0.22,1645000.0,0.59
258,A2,B4,C2,D3,E3,F1,G3,H1,J3,K4,0.5,0.68,0.23,0.49,0.9,0.0,0.12,150000.0,0.62
259,A2,B4,C2,D3,E3,F1,G4,H1,J3,K1,0.5,0.68,0.03,0.71,0.54,0.0,0.1,110000.0,0.59
260,A2,B4,C2,D3,E3,F1,G4,H1,J3,K2,0.5,0.68,0.03,0.79,0.54,0.0,0.1,110000.0,0.6
261,A2,B4,C2,D3,E3,F1,G4,H1,J3,K3,0.5,0.68,0.03,0.85,0.19,0.5,0.18,1600000.0,0.6
262,A2,B4,C2,D3,E3,F1,G4,H1,J3,K4,0.5,0.68,0.03,0.65,0.9,0.0,0.08,105000.0,0.62
